"heads_heads","tails_heads","N_start_heads_up","N_start_tails_up","same_side","N","person","coin","agg","from","to","mean_toss"
29,21,51,49,57,100,"davidV","0.10EUR",65,6533,6632,6582.5
19,27,44,57,49,101,"davidV","0.10EUR",66,6633,6733,6683
25,22,47,53,56,100,"davidV","0.10EUR",67,6734,6833,6783.5
25,22,48,52,55,100,"davidV","0.10EUR",68,6834,6933,6883.5
30,25,54,46,51,100,"davidV","0.10EUR",69,6934,7033,6983.5
21,26,48,53,48,101,"davidV","0.10EUR",70,7034,7134,7084
27,24,51,49,52,100,"davidV","0.10EUR",71,7135,7234,7184.5
16,24,39,61,53,100,"davidV","0.10EUR",72,7235,7334,7284.5
18,26,45,55,47,100,"davidV","0.10EUR",73,7335,7434,7384.5
28,22,49,52,58,101,"davidV","0.10EUR",74,7435,7535,7485
22,21,44,56,57,100,"davidV","0.10EUR",75,7536,7635,7585.5
29,26,55,45,48,100,"davidV","0.10EUR",76,7636,7735,7685.5
23,27,49,51,47,100,"davidV","0.10EUR",77,7736,7835,7785.5
40,21,61,40,59,101,"davidV","0.10EUR",78,7836,7936,7886
22,26,48,52,48,100,"davidV","0.10EUR",79,7937,8036,7986.5
25,24,49,51,52,100,"davidV","0.10EUR",80,8037,8136,8086.5
20,25,46,54,49,100,"davidV","0.10EUR",81,8137,8236,8186.5
20,28,48,53,45,101,"davidV","0.10EUR",82,8237,8337,8287
26,22,48,52,56,100,"davidV","0.10EUR",83,8338,8437,8387.5
22,25,46,54,51,100,"davidV","0.10EUR",84,8438,8537,8487.5
29,22,51,49,56,100,"davidV","0.10EUR",85,8538,8637,8587.5
25,22,48,53,56,101,"davidV","0.10EUR",86,8638,8738,8688
18,23,41,59,54,100,"davidV","0.10EUR",87,8739,8838,8788.5
28,28,56,44,44,100,"davidV","0.10EUR",88,8839,8938,8888.5
17,27,43,57,47,100,"davidV","0.10EUR",89,8939,9038,8988.5
25,22,48,53,56,101,"davidV","0.10EUR",90,9039,9139,9089
15,28,42,58,45,100,"davidV","0.10EUR",91,9140,9239,9189.5
22,20,43,57,59,100,"davidV","0.10EUR",92,9240,9339,9289.5
10,27,37,63,46,100,"davidV","0.10EUR",93,9340,9439,9389.5
17,27,43,58,48,101,"davidV","0.10EUR",94,9440,9540,9490
24,27,51,50,47,101,"davidV","0.20EUR",95,9541,9641,9591
22,30,51,49,41,100,"davidV","0.20EUR",96,9642,9741,9691.5
37,24,61,39,52,100,"davidV","0.20EUR",97,9742,9841,9791.5
29,24,54,46,51,100,"davidV","0.20EUR",98,9842,9941,9891.5
26,23,48,52,55,100,"davidV","0.20EUR",99,9942,10041,9991.5
29,23,52,48,54,100,"davidV","0.20EUR",100,10042,10141,10091.5
14,21,36,64,57,100,"davidV","0.20EUR",101,10142,10241,10191.5
42,20,61,39,61,100,"davidV","0.20EUR",102,10242,10341,10291.5
27,27,54,47,47,101,"davidV","0.20EUR",103,10342,10442,10392
32,23,56,45,54,101,"davidV","1EUR",104,10443,10543,10493
13,22,35,65,56,100,"davidV","1EUR",105,10544,10643,10593.5
22,26,47,54,50,101,"davidV","1EUR",106,10644,10744,10694
26,25,52,48,49,100,"davidV","1EUR",107,10745,10844,10794.5
37,23,60,41,55,101,"davidV","1EUR",108,10845,10945,10895
30,21,50,50,59,100,"davidV","1EUR",109,10946,11045,10995.5
20,28,48,52,44,100,"davidV","1EUR",110,11046,11145,11095.5
33,24,57,44,53,101,"davidV","1EUR",111,11146,11246,11196
19,25,45,55,49,100,"davidV","1EUR",112,11247,11346,11296.5
29,27,56,45,47,101,"davidV","1EUR",113,11347,11447,11397
24,28,51,49,45,100,"davidV","0.20EUR",114,11448,11547,11497.5
25,25,50,50,50,100,"davidV","0.20EUR",115,11548,11647,11597.5
30,26,56,44,48,100,"davidV","0.20EUR",116,11648,11747,11697.5
15,26,42,58,47,100,"davidV","0.20EUR",117,11748,11847,11797.5
20,26,45,55,49,100,"davidV","0.20EUR",118,11848,11947,11897.5
13,28,42,58,43,100,"davidV","0.20EUR",119,11948,12047,11997.5
29,24,52,48,53,100,"davidV","0.20EUR",120,12048,12147,12097.5
33,22,55,45,56,100,"davidV","0.20EUR",121,12148,12247,12197.5
16,26,42,58,48,100,"davidV","0.20EUR",122,12248,12347,12297.5
32,23,56,44,53,100,"davidV","0.20EUR",123,12348,12447,12397.5
21,26,47,53,48,100,"davidV","0.20EUR",124,12448,12547,12497.5
25,29,53,47,43,100,"davidV","0.20EUR",125,12548,12647,12597.5
25,21,47,53,57,100,"davidV","0.20EUR",126,12648,12747,12697.5
20,31,50,50,39,100,"davidV","0.20EUR",127,12748,12847,12797.5
30,22,53,47,55,100,"davidV","0.20EUR",128,12848,12947,12897.5
28,24,51,49,53,100,"davidV","0.20EUR",129,12948,13047,12997.5
22,24,47,53,51,100,"davidV","0.20EUR",130,13048,13147,13097.5
29,19,48,52,62,100,"davidV","0.20EUR",131,13148,13247,13197.5
22,25,47,54,51,101,"davidV","1EUR",132,13248,13348,13298
20,24,43,57,53,100,"davidV","1EUR",133,13349,13448,13398.5
34,25,59,41,50,100,"davidV","1EUR",134,13449,13548,13498.5
27,24,52,48,51,100,"davidV","1EUR",135,13549,13648,13598.5
24,23,47,53,54,100,"davidV","1EUR",136,13649,13748,13698.5
26,25,50,50,51,100,"davidV","1EUR",137,13749,13848,13798.5
26,26,53,47,47,100,"davidV","1EUR",138,13849,13948,13898.5
26,25,49,51,52,100,"davidV","1EUR",139,13949,14048,13998.5
34,23,58,42,53,100,"davidV","1EUR",140,14049,14148,14098.5
29,23,51,49,55,100,"davidV","1EUR",141,14149,14248,14198.5
19,29,48,52,42,100,"davidV","1EUR",142,14249,14348,14298.5
27,25,53,47,49,100,"davidV","1EUR",143,14349,14448,14398.5
30,21,51,49,58,100,"davidV","1EUR",144,14449,14548,14498.5
35,29,64,49,55,113,"davidV","0.10EUR",145,14549,14661,14605
24,29,52,61,56,113,"davidV","0.10EUR",146,14662,14774,14718
25,30,55,57,52,112,"davidV","0.10EUR",147,14775,14886,14830.5
30,27,57,56,59,113,"davidV","0.10EUR",148,14887,14999,14943
23,22,46,55,56,101,"kaleemU","2EUR",1,1,101,51
28,28,58,43,43,101,"kaleemU","1EUR",2,102,202,152
23,28,51,49,44,100,"kaleemU","1EUR",3,203,302,252.5
22,22,44,56,56,100,"kaleemU","1EUR",4,303,402,352.5
18,27,45,55,46,100,"kaleemU","1EUR",5,403,502,452.5
26,26,52,48,48,100,"kaleemU","1EUR",6,503,602,552.5
23,25,48,52,50,100,"kaleemU","1EUR",7,603,702,652.5
21,24,43,57,54,100,"kaleemU","1EUR",8,703,802,752.5
21,26,47,53,48,100,"kaleemU","1EUR",9,803,902,852.5
18,27,44,56,47,100,"kaleemU","1EUR",10,903,1002,952.5
25,27,51,50,48,101,"kaleemU","2EUR",11,1003,1103,1053
27,24,50,50,53,100,"kaleemU","2EUR",12,1104,1203,1153.5
27,23,51,49,53,100,"kaleemU","2EUR",13,1204,1303,1253.5
32,24,56,44,52,100,"kaleemU","0.50EUR",14,1304,1403,1353.5
19,27,47,53,45,100,"kaleemU","0.50EUR",15,1404,1503,1453.5
30,25,55,45,50,100,"kaleemU","0.50EUR",16,1504,1603,1553.5
16,30,46,55,41,101,"kaleemU","1EUR",17,1604,1704,1654
29,21,50,50,58,100,"kaleemU","1EUR",18,1705,1804,1754.5
19,24,43,57,52,100,"kaleemU","1EUR",19,1805,1904,1854.5
26,26,52,48,48,100,"kaleemU","1EUR",20,1905,2004,1954.5
26,23,50,50,53,100,"kaleemU","1EUR",21,2005,2104,2054.5
28,25,53,47,50,100,"kaleemU","1EUR",22,2105,2204,2154.5
23,26,48,52,49,100,"kaleemU","1EUR",23,2205,2304,2254.5
29,22,50,50,57,100,"kaleemU","1EUR",24,2305,2404,2354.5
20,27,47,53,46,100,"kaleemU","1EUR",25,2405,2504,2454.5
26,26,52,49,49,101,"kaleemU","0.20EUR",26,2505,2605,2555
29,22,51,49,56,100,"kaleemU","0.20EUR",27,2606,2705,2655.5
25,24,49,51,52,100,"kaleemU","0.20EUR",28,2706,2805,2755.5
22,28,49,51,45,100,"kaleemU","0.20EUR",29,2806,2905,2855.5
20,28,47,53,45,100,"kaleemU","0.20EUR",30,2906,3005,2955.5
34,24,57,43,53,100,"kaleemU","0.20EUR",31,3006,3105,3055.5
31,23,54,46,54,100,"kaleemU","0.20EUR",32,3106,3205,3155.5
28,22,49,51,57,100,"kaleemU","0.20EUR",33,3206,3305,3255.5
24,26,51,49,47,100,"kaleemU","0.20EUR",34,3306,3405,3355.5
24,26,51,49,47,100,"kaleemU","0.20EUR",35,3406,3505,3455.5
21,28,48,52,45,100,"kaleemU","0.20EUR",36,3506,3605,3555.5
40,22,63,37,55,100,"kaleemU","0.20EUR",37,3606,3705,3655.5
20,26,46,54,48,100,"kaleemU","0.20EUR",38,3706,3805,3755.5
29,19,48,52,62,100,"kaleemU","0.20EUR",39,3806,3905,3855.5
16,30,47,53,39,100,"kaleemU","0.20EUR",40,3906,4005,3955.5
20,25,44,56,51,100,"kaleemU","0.20EUR",41,4006,4105,4055.5
22,24,47,53,51,100,"kaleemU","0.20EUR",42,4106,4205,4155.5
15,29,43,57,43,100,"kaleemU","0.20EUR",43,4206,4305,4255.5
21,26,48,52,47,100,"kaleemU","0.20EUR",44,4306,4405,4355.5
29,23,52,48,54,100,"kaleemU","0.20EUR",45,4406,4505,4455.5
27,28,55,45,44,100,"kaleemU","0.20EUR",46,4506,4605,4555.5
18,29,47,53,42,100,"kaleemU","0.20EUR",47,4606,4705,4655.5
37,21,58,42,58,100,"kaleemU","0.20EUR",48,4706,4805,4755.5
34,26,59,42,50,101,"kaleemU","0.50EUR",49,4806,4906,4856
21,28,49,51,44,100,"kaleemU","0.50EUR",50,4907,5006,4956.5
21,27,47,54,48,101,"kaleemU","0.10EUR",51,5007,5107,5057
24,23,48,52,53,100,"kaleemU","0.10EUR",52,5108,5207,5157.5
27,23,49,51,55,100,"kaleemU","0.10EUR",53,5208,5307,5257.5
19,27,46,54,46,100,"kaleemU","0.10EUR",54,5308,5407,5357.5
25,24,49,52,53,101,"kaleemU","0.10EUR",55,5408,5508,5458
24,26,50,50,48,100,"kaleemU","0.10EUR",56,5509,5608,5558.5
28,25,54,46,49,100,"kaleemU","0.10EUR",57,5609,5708,5658.5
29,25,53,47,51,100,"kaleemU","0.10EUR",58,5709,5808,5758.5
23,25,49,51,49,100,"kaleemU","0.10EUR",59,5809,5908,5858.5
29,24,53,48,53,101,"kaleemU","0.10EUR",60,5909,6009,5959
19,24,44,56,51,100,"kaleemU","2EUR",61,6010,6109,6059.5
19,24,42,58,53,100,"kaleemU","2EUR",62,6110,6209,6159.5
18,24,41,59,53,100,"kaleemU","2EUR",63,6210,6309,6259.5
34,23,57,44,55,101,"kaleemU","0.20GBP",64,6310,6410,6360
24,27,50,50,47,100,"kaleemU","0.20GBP",65,6411,6510,6460.5
21,29,50,50,42,100,"kaleemU","0.20GBP",66,6511,6610,6560.5
22,27,50,50,45,100,"kaleemU","0.20GBP",67,6611,6710,6660.5
32,23,54,47,56,101,"kaleemU","0.20GBP",68,6711,6811,6761
27,23,50,50,54,100,"kaleemU","0.20GBP",69,6812,6911,6861.5
26,27,54,46,45,100,"kaleemU","0.20GBP",70,6912,7011,6961.5
21,28,47,53,46,100,"kaleemU","0.20GBP",71,7012,7111,7061.5
32,26,58,42,48,100,"kaleemU","0.20GBP",72,7112,7211,7161.5
30,24,53,48,54,101,"kaleemU","0.20GBP",73,7212,7312,7262
28,22,51,49,55,100,"kaleemU","0.20GBP",74,7313,7412,7362.5
18,25,43,57,50,100,"kaleemU","0.20GBP",75,7413,7512,7462.5
22,27,49,51,46,100,"kaleemU","0.20GBP",76,7513,7612,7562.5
21,26,46,54,49,100,"kaleemU","0.20GBP",77,7613,7712,7662.5
26,27,54,47,46,101,"kaleemU","0.20GBP",78,7713,7813,7763
25,24,50,51,52,101,"kaleemU","0.50GBP",79,7814,7914,7864
27,20,48,52,59,100,"kaleemU","0.50GBP",80,7915,8014,7964.5
26,27,53,47,46,100,"kaleemU","0.50GBP",81,8015,8114,8064.5
24,23,47,53,54,100,"kaleemU","0.50GBP",82,8115,8214,8164.5
33,22,55,45,56,100,"kaleemU","0.50GBP",83,8215,8314,8264.5
28,24,52,48,52,100,"kaleemU","0.50GBP",84,8315,8414,8364.5
24,26,51,49,47,100,"kaleemU","0.50GBP",85,8415,8514,8464.5
25,25,48,52,52,100,"kaleemU","0.50GBP",86,8515,8614,8564.5
27,27,53,47,47,100,"kaleemU","0.50GBP",87,8615,8714,8664.5
15,30,46,55,40,101,"kaleemU","0.50GBP",88,8715,8815,8765
29,27,56,44,46,100,"kaleemU","2EUR",89,8816,8915,8865.5
15,28,43,57,44,100,"kaleemU","2EUR",90,8916,9015,8965.5
17,26,44,56,47,100,"kaleemU","2EUR",91,9016,9115,9065.5
27,25,52,49,51,101,"kaleemU","0.50EUR",92,9116,9216,9166
23,25,49,51,49,100,"kaleemU","0.50EUR",93,9217,9316,9266.5
21,27,46,54,48,100,"kaleemU","0.50EUR",94,9317,9416,9366.5
29,26,56,44,47,100,"kaleemU","0.50EUR",95,9417,9516,9466.5
19,25,44,56,50,100,"kaleemU","0.50EUR",96,9517,9616,9566.5
39,25,62,38,52,100,"kaleemU","0.50EUR",97,9617,9716,9666.5
24,25,49,51,50,100,"kaleemU","0.50EUR",98,9717,9816,9766.5
20,25,44,56,51,100,"kaleemU","0.50EUR",99,9817,9916,9866.5
23,30,52,48,41,100,"kaleemU","0.50EUR",100,9917,10016,9966.5
23,24,47,53,52,100,"kaleemU","0.50EUR",101,10017,10116,10066.5
16,27,42,58,47,100,"kaleemU","0.50EUR",102,10117,10216,10166.5
22,23,46,54,53,100,"kaleemU","0.50EUR",103,10217,10316,10266.5
21,26,47,54,49,101,"kaleemU","0.20GBP",104,10317,10417,10367
24,26,50,50,48,100,"kaleemU","0.20GBP",105,10418,10517,10467.5
34,27,61,39,46,100,"kaleemU","0.20GBP",106,10518,10617,10567.5
26,28,54,46,44,100,"kaleemU","0.20GBP",107,10618,10717,10667.5
15,33,47,53,35,100,"kaleemU","0.20GBP",108,10718,10817,10767.5
24,29,53,47,42,100,"kaleemU","0.20EUR",109,10818,10917,10867.5
21,27,48,52,46,100,"kaleemU","0.20EUR",110,10918,11017,10967.5
26,25,50,50,51,100,"kaleemU","0.50EUR",111,11018,11117,11067.5
24,23,48,52,53,100,"kaleemU","0.50EUR",112,11118,11217,11167.5
31,25,55,45,51,100,"kaleemU","0.50EUR",113,11218,11317,11267.5
21,26,46,54,49,100,"kaleemU","2EUR",114,11318,11417,11367.5
32,24,57,43,51,100,"kaleemU","2EUR",115,11418,11517,11467.5
31,22,53,47,56,100,"kaleemU","2EUR",116,11518,11617,11567.5
21,27,48,52,46,100,"kaleemU","2EUR",117,11618,11717,11667.5
18,31,48,52,39,100,"kaleemU","2EUR",118,11718,11817,11767.5
29,22,51,50,57,101,"kaleemU","0.10EUR",119,11818,11918,11868
24,29,52,48,43,100,"kaleemU","0.10EUR",120,11919,12018,11968.5
27,23,50,50,54,100,"kaleemU","0.10EUR",121,12019,12118,12068.5
27,21,48,52,58,100,"kaleemU","0.10EUR",122,12119,12218,12168.5
24,28,52,49,45,101,"kaleemU","0.10EUR",123,12219,12319,12269
24,27,51,50,47,101,"kaleemU","0.50GBP",124,12320,12420,12370
25,27,53,47,45,100,"kaleemU","0.50GBP",125,12421,12520,12470.5
20,30,50,50,40,100,"kaleemU","0.50GBP",126,12521,12620,12570.5
32,22,53,47,57,100,"kaleemU","0.50GBP",127,12621,12720,12670.5
27,29,55,46,44,101,"kaleemU","0.50GBP",128,12721,12821,12771
17,25,42,59,51,101,"kaleemU","2CHF",129,12822,12922,12872
13,28,41,59,44,100,"kaleemU","2CHF",130,12923,13022,12972.5
24,27,52,48,45,100,"kaleemU","2CHF",131,13023,13122,13072.5
32,22,53,47,57,100,"kaleemU","2CHF",132,13123,13222,13172.5
25,22,47,53,56,100,"kaleemU","2CHF",133,13223,13322,13272.5
23,30,52,48,41,100,"kaleemU","2CHF",134,13323,13422,13372.5
27,26,53,47,48,100,"kaleemU","2CHF",135,13423,13522,13472.5
29,22,52,49,56,101,"kaleemU","2CHF",136,13523,13623,13573
21,26,46,54,49,100,"kaleemU","2CHF",137,13624,13723,13673.5
20,28,48,52,44,100,"kaleemU","2CHF",138,13724,13823,13773.5
33,23,57,43,53,100,"kaleemU","2CHF",139,13824,13923,13873.5
20,26,45,55,49,100,"kaleemU","2CHF",140,13924,14023,13973.5
27,24,50,50,53,100,"kaleemU","2CHF",141,14024,14123,14073.5
23,27,50,50,46,100,"kaleemU","2CHF",142,14124,14223,14173.5
22,26,47,54,50,101,"kaleemU","2CHF",143,14224,14324,14274
27,22,50,51,56,101,"irmaT","1EUR",1,1,101,51
32,24,56,44,52,100,"irmaT","1EUR",2,102,201,151.5
34,22,56,44,56,100,"irmaT","1EUR",3,202,301,251.5
20,28,47,53,45,100,"irmaT","1EUR",4,302,401,351.5
29,25,55,45,49,100,"irmaT","1EUR",5,402,501,451.5
26,23,50,50,53,100,"irmaT","1EUR",6,502,601,551.5
20,29,49,51,42,100,"irmaT","1EUR",7,602,701,651.5
20,23,43,57,54,100,"davidKL","1SGD",1,1,100,50.5
38,20,56,44,62,100,"davidKL","1SGD",2,101,200,150.5
34,19,53,47,62,100,"davidKL","1SGD",3,201,300,250.5
34,22,55,45,57,100,"davidKL","1SGD",4,301,400,350.5
23,20,43,57,60,100,"davidKL","1SGD",5,401,500,450.5
33,21,53,47,59,100,"davidKL","1SGD",6,501,600,550.5
24,21,46,54,57,100,"davidKL","1SGD",7,601,700,650.5
32,21,53,47,58,100,"davidKL","1SGD",8,701,800,750.5
23,20,42,58,61,100,"davidKL","1SGD",9,801,900,850.5
25,21,48,52,56,100,"davidKL","1SGD",10,901,1000,950.5
32,27,59,41,46,100,"davidKL","1SGD",11,1001,1100,1050.5
28,22,49,51,57,100,"davidKL","1SGD",12,1101,1200,1150.5
35,22,58,42,55,100,"davidKL","1SGD",13,1201,1300,1250.5
24,20,45,55,59,100,"davidKL","1SGD",14,1301,1400,1350.5
32,22,54,46,56,100,"davidKL","1SGD",15,1401,1500,1450.5
31,20,52,48,59,100,"davidKL","1SGD",16,1501,1600,1550.5
29,25,54,46,50,100,"davidKL","1SGD",17,1601,1700,1650.5
20,22,43,57,55,100,"davidKL","1SGD",18,1701,1800,1750.5
24,24,48,52,52,100,"davidKL","1SGD",19,1801,1900,1850.5
29,24,51,49,54,100,"davidKL","1SGD",20,1901,2000,1950.5
21,21,42,58,58,100,"davidKL","1SGD",21,2001,2100,2050.5
24,22,47,53,55,100,"davidKL","1SGD",22,2101,2200,2150.5
20,18,37,63,65,100,"davidKL","1SGD",23,2201,2300,2250.5
22,29,50,50,43,100,"davidKL","1SGD",24,2301,2400,2350.5
37,17,54,46,66,100,"davidKL","1SGD",25,2401,2500,2450.5
20,20,40,60,60,100,"davidKL","1SGD",26,2501,2600,2550.5
32,23,55,45,54,100,"davidKL","1SGD",27,2601,2700,2650.5
31,21,53,47,57,100,"davidKL","1SGD",28,2701,2800,2750.5
24,18,40,60,66,100,"davidKL","1SGD",29,2801,2900,2850.5
35,21,57,43,57,100,"davidKL","1SGD",30,2901,3000,2950.5
39,22,62,38,55,100,"davidKL","1SGD",31,3001,3100,3050.5
18,29,47,53,42,100,"davidKL","1SGD",32,3101,3200,3150.5
17,23,40,60,54,100,"davidKL","1SGD",33,3201,3300,3250.5
30,23,55,45,52,100,"davidKL","1SGD",34,3301,3400,3350.5
25,27,52,48,46,100,"davidKL","1SGD",35,3401,3500,3450.5
31,22,52,48,57,100,"davidKL","1SGD",36,3501,3600,3550.5
22,26,48,52,48,100,"davidKL","1SGD",37,3601,3700,3650.5
19,26,46,54,47,100,"davidKL","1SGD",38,3701,3800,3750.5
20,23,42,58,55,100,"davidKL","1SGD",39,3801,3900,3850.5
23,28,51,49,44,100,"davidKL","1SGD",40,3901,4000,3950.5
28,26,54,46,48,100,"davidKL","1SGD",41,4001,4100,4050.5
21,25,44,56,52,100,"davidKL","1SGD",42,4101,4200,4150.5
21,27,48,52,46,100,"davidKL","1SGD",43,4201,4300,4250.5
33,24,56,44,53,100,"davidKL","1SGD",44,4301,4400,4350.5
35,19,52,48,64,100,"davidKL","1SGD",45,4401,4500,4450.5
39,20,59,41,60,100,"davidKL","1SGD",46,4501,4600,4550.5
28,21,48,52,59,100,"davidKL","1SGD",47,4601,4700,4650.5
40,18,58,42,64,100,"davidKL","1SGD",48,4701,4800,4750.5
27,24,49,51,54,100,"davidKL","1SGD",49,4801,4900,4850.5
23,23,47,53,53,100,"davidKL","1SGD",50,4901,5000,4950.5
18,24,42,58,52,100,"davidKL","1SGD",51,5001,5100,5050.5
32,27,60,40,45,100,"davidKL","1SGD",52,5101,5200,5150.5
19,28,48,52,43,100,"davidKL","1SGD",53,5201,5300,5250.5
24,30,54,46,40,100,"davidKL","1SGD",54,5301,5400,5350.5
30,20,49,51,61,100,"davidKL","1SGD",55,5401,5500,5450.5
30,19,51,49,60,100,"davidKL","1SGD",56,5501,5600,5550.5
24,25,49,51,50,100,"davidKL","1SGD",57,5601,5700,5650.5
20,29,50,50,41,100,"davidKL","1SGD",58,5701,5800,5750.5
28,23,51,49,54,100,"davidKL","1SGD",59,5801,5900,5850.5
17,30,47,53,40,100,"davidKL","1SGD",60,5901,6000,5950.5
24,25,49,51,50,100,"davidKL","1SGD",61,6001,6100,6050.5
26,28,53,47,45,100,"davidKL","1SGD",62,6101,6200,6150.5
19,25,44,56,50,100,"davidKL","1SGD",63,6201,6300,6250.5
24,28,52,48,44,100,"davidKL","1SGD",64,6301,6400,6350.5
25,24,48,52,53,100,"davidKL","1SGD",65,6401,6500,6450.5
24,24,48,52,52,100,"davidKL","1SGD",66,6501,6600,6550.5
26,26,52,48,48,100,"davidKL","1SGD",67,6601,6700,6650.5
22,24,46,54,52,100,"davidKL","1SGD",68,6701,6800,6750.5
15,30,44,56,41,100,"davidKL","1SGD",69,6801,6900,6850.5
25,22,46,54,57,100,"davidKL","1SGD",70,6901,7000,6950.5
28,19,47,53,62,100,"davidKL","1SGD",71,7001,7100,7050.5
34,23,55,45,56,100,"davidKL","1SGD",72,7101,7200,7150.5
19,22,41,59,56,100,"davidKL","1SGD",73,7201,7300,7250.5
24,25,47,53,52,100,"davidKL","1SGD",74,7301,7400,7350.5
13,25,40,60,48,100,"davidKL","1SGD",75,7401,7500,7450.5
23,21,45,55,57,100,"davidKL","1SGD",76,7501,7600,7550.5
31,29,60,40,42,100,"davidKL","1SGD",77,7601,7700,7650.5
21,24,46,54,51,100,"davidKL","1SGD",78,7701,7800,7750.5
37,24,61,39,52,100,"davidKL","1SGD",79,7801,7900,7850.5
26,24,50,50,52,100,"davidKL","1SGD",80,7901,8000,7950.5
30,24,56,44,50,100,"davidKL","1SGD",81,8001,8100,8050.5
34,25,60,40,49,100,"davidKL","1SGD",82,8101,8200,8150.5
27,20,46,54,61,100,"davidKL","1SGD",83,8201,8300,8250.5
21,23,45,55,53,100,"davidKL","1SGD",84,8301,8400,8350.5
24,27,51,49,46,100,"davidKL","1SGD",85,8401,8500,8450.5
27,23,50,50,54,100,"davidKL","1SGD",86,8501,8600,8550.5
30,23,54,46,53,100,"davidKL","1SGD",87,8601,8700,8650.5
20,26,45,55,49,100,"davidKL","1SGD",88,8701,8800,8750.5
32,23,56,44,53,100,"davidKL","1SGD",89,8801,8900,8850.5
39,18,55,45,66,100,"davidKL","1SGD",90,8901,9000,8950.5
21,30,50,50,41,100,"davidKL","1SGD",91,9001,9100,9050.5
22,25,48,52,49,100,"davidKL","1SGD",92,9101,9200,9150.5
27,26,53,47,48,100,"davidKL","1SGD",93,9201,9300,9250.5
25,24,47,53,54,100,"davidKL","1SGD",94,9301,9400,9350.5
25,23,48,52,54,100,"davidKL","1SGD",95,9401,9500,9450.5
14,26,38,62,50,100,"davidKL","1SGD",96,9501,9600,9550.5
32,23,55,45,54,100,"davidKL","1SGD",97,9601,9700,9650.5
21,26,46,54,49,100,"davidKL","1SGD",98,9701,9800,9750.5
24,23,47,53,54,100,"davidKL","1SGD",99,9801,9900,9850.5
19,28,48,52,43,100,"davidKL","1SGD",100,9901,10000,9950.5
29,25,54,46,50,100,"davidKL","1SGD",101,10001,10100,10050.5
25,24,50,50,51,100,"davidKL","1SGD",102,10101,10200,10150.5
19,26,46,54,47,100,"davidKL","1SGD",103,10201,10300,10250.5
26,21,47,53,58,100,"davidKL","1SGD",104,10301,10400,10350.5
21,27,49,51,45,100,"davidKL","1SGD",105,10401,10500,10450.5
34,21,55,45,58,100,"davidKL","1SGD",106,10501,10600,10550.5
30,22,54,46,54,100,"davidKL","1SGD",107,10601,10700,10650.5
25,26,50,50,49,100,"davidKL","1SGD",108,10701,10800,10750.5
19,29,48,52,42,100,"davidKL","1SGD",109,10801,10900,10850.5
27,25,53,47,49,100,"davidKL","1SGD",110,10901,11000,10950.5
19,22,40,60,57,100,"davidKL","1SGD",111,11001,11100,11050.5
20,25,46,54,49,100,"davidKL","1SGD",112,11101,11200,11150.5
26,24,50,50,52,100,"davidKL","1SGD",113,11201,11300,11250.5
38,22,59,41,57,100,"davidKL","1SGD",114,11301,11400,11350.5
30,22,53,47,55,100,"davidKL","1SGD",115,11401,11500,11450.5
25,29,54,46,42,100,"davidKL","1SGD",116,11501,11600,11550.5
25,18,43,57,64,100,"davidKL","1SGD",117,11601,11700,11650.5
22,22,43,57,57,100,"davidKL","1SGD",118,11701,11800,11750.5
24,27,49,51,48,100,"davidKL","1SGD",119,11801,11900,11850.5
24,22,47,53,55,100,"davidKL","1SGD",120,11901,12000,11950.5
30,24,55,45,51,100,"davidKL","1SGD",121,12001,12100,12050.5
23,24,48,52,51,100,"davidKL","1SGD",122,12101,12200,12150.5
36,24,59,41,53,100,"davidKL","1SGD",123,12201,12300,12250.5
27,23,51,49,53,100,"davidKL","1SGD",124,12301,12400,12350.5
25,25,49,51,51,100,"davidKL","1SGD",125,12401,12500,12450.5
19,31,50,50,38,100,"davidKL","1SGD",126,12501,12600,12550.5
19,25,45,55,49,100,"davidKL","1SGD",127,12601,12700,12650.5
21,25,47,53,49,100,"davidKL","1SGD",128,12701,12800,12750.5
29,23,53,47,53,100,"davidKL","1SGD",129,12801,12900,12850.5
27,27,53,47,47,100,"davidKL","1SGD",130,12901,13000,12950.5
31,22,52,48,57,100,"davidKL","1SGD",131,13001,13100,13050.5
23,24,48,52,51,100,"davidKL","1SGD",132,13101,13200,13150.5
20,27,45,55,48,100,"davidKL","1SGD",133,13201,13300,13250.5
32,21,53,47,58,100,"davidKL","1SGD",134,13301,13400,13350.5
31,23,54,46,54,100,"davidKL","1SGD",135,13401,13500,13450.5
22,23,44,56,55,100,"davidKL","1SGD",136,13501,13600,13550.5
29,26,55,45,48,100,"davidKL","1SGD",137,13601,13700,13650.5
23,24,47,53,52,100,"davidKL","1SGD",138,13701,13800,13750.5
30,23,53,47,54,100,"davidKL","1SGD",139,13801,13900,13850.5
16,26,42,58,48,100,"davidKL","1SGD",140,13901,14000,13950.5
30,23,53,47,54,100,"davidKL","1SGD",141,14001,14100,14050.5
30,22,53,47,55,100,"davidKL","1SGD",142,14101,14200,14150.5
26,20,47,53,59,100,"davidKL","1SGD",143,14201,14300,14250.5
26,23,49,51,54,100,"davidKL","1SGD",144,14301,14400,14350.5
23,21,45,55,57,100,"davidKL","1SGD",145,14401,14500,14450.5
16,28,45,55,43,100,"davidKL","1SGD",146,14501,14600,14550.5
25,22,49,51,54,100,"davidKL","1SGD",147,14601,14700,14650.5
